Student ID,Course,Grade
2029.0,English,A
2029.0,Physical Education,C
2030.0,Math,A
2030.0,Science,D
2030.0,History,A
2030.0,English,F
2030.0,Physical Education,F
2031.0,Math,B
2031.0,Science,B
2031.0,History,A
2031.0,English,F
2031.0,Physical Education,F
2032.0,Math,A
2032.0,Science,D
2032.0,History,F
2032.0,English,C
2032.0,Physical Education,B
2033.0,Math,C
2033.0,Science,D
2033.0,History,C
2033.0,English,F
2033.0,Physical Education,B
2034.0,Math,C
2034.0,Science,F
2034.0,History,F
2034.0,English,C
2034.0,Physical Education,D
2035.0,Math,C
2035.0,Science,F
2035.0,History,C
2035.0,English,F
2035.0,Physical Education,B
2036.0,Math,B
2036.0,Science,A
2036.0,History,B
2036.0,English,D
2036.0,Physical Education,A
2037.0,Math,A
2037.0,Science,B
2037.0,History,D
2037.0,English,D
2037.0,Physical Education,D
2038.0,Math,B
2038.0,Science,A
2038.0,History,D
2038.0,English,D
2038.0,Physical Education,D
2039.0,Math,B
2039.0,Science,C
2039.0,History,C
2039.0,English,C
2039.0,Physical Education,D
2040.0,Math,D
2040.0,Science,B
2040.0,History,B
2040.0,English,F
2040.0,Physical Education,A
2041.0,Math,F
2041.0,Science,B
2041.0,History,D
2041.0,English,D
2041.0,Physical Education,B
2042.0,Math,B
2042.0,Science,C
2042.0,History,D
2042.0,English,C
2042.0,Physical Education,A
2043.0,Math,A
2043.0,Science,C
2043.0,History,C
2043.0,English,F
2043.0,Physical Education,C
2044.0,Math,B
2044.0,Science,D
2044.0,History,F
2044.0,English,B
2044.0,Physical Education,F
2045.0,Math,F
2045.0,Science,B
2045.0,History,B
2045.0,English,F
2045.0,Physical Education,D
2046.0,Math,D
2046.0,Science,B
2046.0,History,D
2046.0,English,D
2046.0,Physical Education,F
2047.0,Math,C
2047.0,Science,F
2047.0,History,A
2047.0,English,C
2047.0,Physical Education,B
2048.0,Math,A
2048.0,Science,C
2048.0,History,B
2048.0,English,D
2048.0,Physical Education,B
2049.0,Math,C
2049.0,Science,C
2049.0,History,A
2049.0,English,A
2049.0,Physical Education,F
2050.0,Math,C
2050.0,Science,A
2050.0,History,F
2050.0,English,F
2050.0,Physical Education,B
2051.0,Math,C
2051.0,Science,B
2051.0,History,C
2051.0,English,B
2051.0,Physical Education,B
2052.0,Math,F
2052.0,Science,A
2052.0,History,B
2052.0,English,B
2052.0,Physical Education,D
2053.0,Math,B
2053.0,Science,B
2053.0,History,C
2053.0,English,B
2053.0,Physical Education,F
2054.0,Math,D
2054.0,Science,B
2054.0,History,B
2054.0,English,D
2054.0,Physical Education,B
2055.0,Math,B
2055.0,Science,A
2055.0,History,C
2055.0,English,D
2055.0,Physical Education,C
2056.0,Math,C
2056.0,Science,F
2056.0,History,C
2056.0,English,F
2056.0,Physical Education,A
2057.0,Math,C
2057.0,Science,A
2057.0,History,B
2057.0,English,A
2057.0,Physical Education,B
2058.0,Math,C
2058.0,Science,B
2058.0,History,B
2058.0,English,D
2058.0,Physical Education,D
2059.0,Math,C
2059.0,Science,A
2059.0,History,B
2059.0,English,B
2059.0,Physical Education,A
2060.0,Math,B
2060.0,Science,C
2060.0,History,F
2060.0,English,A
2060.0,Physical Education,A
2061.0,Math,D
2061.0,Science,C
2061.0,History,F
2061.0,English,F
2061.0,Physical Education,F
2062.0,Math,A
2062.0,Science,C
2062.0,History,D
2062.0,English,A
2062.0,Physical Education,F
2063.0,Math,D
2063.0,Science,D
2063.0,History,B
2063.0,English,F
2063.0,Physical Education,D
2064.0,Math,D
2064.0,Science,F
2064.0,History,C
2064.0,English,D
2064.0,Physical Education,B
2065.0,Math,B
2065.0,Science,F
2065.0,History,D
2065.0,English,A
2065.0,Physical Education,C
2066.0,Math,D
2066.0,Science,A
2066.0,History,A
2066.0,English,F
2066.0,Physical Education,F
2067.0,Math,A
2067.0,Science,F
2067.0,History,B
2067.0,English,F
2067.0,Physical Education,F
2068.0,Math,A
2068.0,Science,A
2068.0,History,D
2068.0,English,D
2068.0,Physical Education,D
2069.0,Math,F
2069.0,Science,D
2069.0,History,C
2069.0,English,B
2069.0,Physical Education,F
2070.0,Math,B
2070.0,Science,A
2070.0,History,F
2070.0,English,D
2070.0,Physical Education,C
2071.0,Math,C
2071.0,Science,F
2071.0,History,C
2071.0,English,D
2071.0,Physical Education,A
2072.0,Math,B
2072.0,Science,C
2072.0,History,B
2072.0,English,A
2072.0,Physical Education,F
2073.0,Math,F
2073.0,Science,B
2073.0,History,F
2073.0,English,C
2073.0,Physical Education,C
2074.0,Math,A
2074.0,Science,D
2074.0,History,D
2074.0,English,A
2074.0,Physical Education,B
2075.0,Math,D
2075.0,Science,B
2075.0,History,F
2075.0,English,A
2075.0,Physical Education,B
2076.0,Math,F
2076.0,Science,D
2076.0,History,F
2076.0,English,D
2076.0,Physical Education,D
2077.0,Math,F
2077.0,Science,A
2077.0,History,F
2077.0,English,C
2077.0,Physical Education,A
2078.0,Math,F
2078.0,Science,C
2078.0,History,B
2078.0,English,C
2078.0,Physical Education,D
2079.0,Math,C
2079.0,Science,A
2079.0,History,A
2079.0,English,D
2079.0,Physical Education,C
2080.0,Math,D
2080.0,Science,D
2080.0,History,A
2080.0,English,D
2080.0,Physical Education,F
2081.0,Math,C
2081.0,Science,C
2081.0,History,A
2081.0,English,B
2081.0,Physical Education,F
2082.0,Math,B
2082.0,Science,C
2082.0,History,A
2082.0,English,A
2082.0,Physical Education,A
2083.0,Math,C
2083.0,Science,D
2083.0,History,F
2083.0,English,C
2083.0,Physical Education,A
2084.0,Math,C
2084.0,Science,F
2084.0,History,F
2084.0,English,B
2084.0,Physical Education,A
2085.0,Math,D
2085.0,Science,C
2085.0,History,A
2085.0,English,A
2085.0,Physical Education,C
2086.0,Math,F
2086.0,Science,D
2086.0,History,D
2086.0,English,F
2086.0,Physical Education,F
2087.0,Math,D
2087.0,Science,C
2087.0,History,A
2087.0,English,A
2087.0,Physical Education,F
2088.0,Math,F
2088.0,Science,C
2088.0,History,C
2088.0,English,A
2088.0,Physical Education,C
2089.0,Math,F
2089.0,Science,C
2089.0,History,A
2089.0,English,F
2089.0,Physical Education,A
2090.0,Math,C
2090.0,Science,D
2090.0,History,C
2090.0,English,A
2090.0,Physical Education,F
2091.0,Math,F
2091.0,Science,F
2091.0,History,B
2091.0,English,C
2091.0,Physical Education,D
2092.0,Math,F
2092.0,Science,A
2092.0,History,A
2092.0,English,B
2092.0,Physical Education,D
2093.0,Math,F
2093.0,Science,C
2093.0,History,A
2093.0,English,D
2093.0,Physical Education,A
2094.0,Math,F
2094.0,Science,F
2094.0,History,B
2094.0,English,A
2094.0,Physical Education,D
2095.0,Math,D
2095.0,Science,C
2095.0,History,F
2095.0,English,F
2095.0,Physical Education,B
2096.0,Math,B
2096.0,Science,B
2096.0,History,F
2096.0,English,F
2096.0,Physical Education,A
2097.0,Math,F
2097.0,Science,A
2097.0,History,A
2097.0,English,F
2097.0,Physical Education,B
2098.0,Math,D
2098.0,Science,B
2098.0,History,B
2098.0,English,F
2098.0,Physical Education,B
2099.0,Math,D
2099.0,Science,B
2099.0,History,B
2099.0,English,D
2099.0,Physical Education,D
2100.0,Math,B
2100.0,Science,F
2100.0,History,D
2100.0,English,C
2100.0,Physical Education,A
2101.0,Math,F
2101.0,Science,B
2101.0,History,A
2101.0,English,C
2101.0,Physical Education,A
2102.0,Math,B
2102.0,Science,F
2102.0,History,D
2102.0,English,F
2102.0,Physical Education,C
2103.0,Math,C
2103.0,Science,C
2103.0,History,D
2103.0,English,C
2103.0,Physical Education,A
2104.0,Math,A
2104.0,Science,B
2104.0,History,D
2104.0,English,C
2104.0,Physical Education,A
2105.0,Math,F
2105.0,Science,F
2105.0,History,B
2105.0,English,B
2105.0,Physical Education,A
2106.0,Math,A
2106.0,Science,B
2106.0,History,F
2106.0,English,F
2106.0,Physical Education,F
2107.0,Math,B
2107.0,Science,F
2107.0,History,B
2107.0,English,F
2107.0,Physical Education,F
2108.0,Math,D
2108.0,Science,D
2108.0,History,B
2108.0,English,C
2108.0,Physical Education,D
2109.0,Math,B
2109.0,Science,F
2109.0,History,A
2109.0,English,F
2109.0,Physical Education,F
2110.0,Math,C
2110.0,Science,A
2110.0,History,C
2110.0,English,A
2110.0,Physical Education,A
2111.0,Math,C
2111.0,Science,A
2111.0,History,A
2111.0,English,B
2111.0,Physical Education,D
2112.0,Math,A
2112.0,Science,A
2112.0,History,D
2112.0,English,F
2112.0,Physical Education,B
2113.0,Math,C
2113.0,Science,A
2113.0,History,B
2113.0,English,A
2113.0,Physical Education,C
2114.0,Math,D
2114.0,Science,C
2114.0,History,F
2114.0,English,A
2114.0,Physical Education,C
2115.0,Math,A
2115.0,Science,B
2115.0,History,C
2115.0,English,C
2115.0,Physical Education,C
2116.0,Math,C
2116.0,Science,A
2116.0,History,A
2116.0,English,A
2116.0,Physical Education,C
2117.0,Math,B
2117.0,Science,C
2117.0,History,B
2117.0,English,C
2117.0,Physical Education,D
2118.0,Math,F
2118.0,Science,C
2118.0,History,C
2118.0,English,C
2118.0,Physical Education,F
2119.0,Math,A
2119.0,Science,D
2119.0,History,B
2119.0,English,C
2119.0,Physical Education,B
2120.0,Math,F
2120.0,Science,B
2120.0,History,D
2120.0,English,F
2120.0,Physical Education,C
2121.0,Math,B
2121.0,Science,F
2121.0,History,A
2121.0,English,C
2121.0,Physical Education,B
2122.0,Math,D
2122.0,Science,D
2122.0,History,C
2122.0,English,F
2122.0,Physical Education,F
2123.0,Math,D
2123.0,Science,A
2123.0,History,F
2123.0,English,B
2123.0,Physical Education,B
2124.0,Math,B
2124.0,Science,B
2124.0,History,B
2124.0,English,D
2124.0,Physical Education,A
2125.0,Math,F
2125.0,Science,A
2125.0,History,C
2125.0,English,D
2125.0,Physical Education,D
2126.0,Math,B
2126.0,Science,A
2126.0,History,D
2126.0,English,D
2126.0,Physical Education,F
2127.0,Math,D
2127.0,Science,D
2127.0,History,F
2127.0,English,B
2127.0,Physical Education,D
2128.0,Math,A
2128.0,Science,C
2128.0,History,A
2128.0,English,B
2128.0,Physical Education,D
2129.0,Math,A
2129.0,Science,D
2129.0,History,B
2129.0,English,C
2129.0,Physical Education,D
2130.0,Math,F
2130.0,Science,B
2130.0,History,A
2130.0,English,B
2130.0,Physical Education,A
2131.0,Math,D
2131.0,Science,D
2131.0,History,B
2131.0,English,C
2131.0,Physical Education,F
2132.0,Math,C
2132.0,Science,B
2132.0,History,B
2132.0,English,C
2132.0,Physical Education,C
2133.0,Math,F
2133.0,Science,B
2133.0,History,F
2133.0,English,A
2133.0,Physical Education,B
2134.0,Math,B
2134.0,Science,D
2134.0,History,A
2134.0,English,C
2134.0,Physical Education,D
2135.0,Math,D
2135.0,Science,F
2135.0,History,A
2135.0,English,A
2135.0,Physical Education,C
2136.0,Math,D
2136.0,Science,B
2136.0,History,C
2136.0,English,D
2136.0,Physical Education,D
2137.0,Math,D
2137.0,Science,B
2137.0,History,F
2137.0,English,A
2137.0,Physical Education,F
2138.0,Math,F
2138.0,Science,A
2138.0,History,F
2138.0,English,B
2138.0,Physical Education,D
2139.0,Math,D
2139.0,Science,D
2139.0,History,D
2139.0,English,D
2139.0,Physical Education,A
2140.0,Math,A
2140.0,Science,C
2140.0,History,D
2140.0,English,D
2140.0,Physical Education,F
2141.0,Math,F
2141.0,Science,A
2141.0,History,F
2141.0,English,D
2141.0,Physical Education,F
2142.0,Math,D
2142.0,Science,A
2142.0,History,A
2142.0,English,B
2142.0,Physical Education,D
2143.0,Math,D
2143.0,Science,B
2143.0,History,D
2143.0,English,C
2143.0,Physical Education,A
2144.0,Math,F
2144.0,Science,F
2144.0,History,B
2144.0,English,C
2144.0,Physical Education,C
2145.0,Math,A
2145.0,Science,C
2145.0,History,B
2145.0,English,F
2145.0,Physical Education,B
2146.0,Math,D
2146.0,Science,B
2146.0,History,B
2146.0,English,F
2146.0,Physical Education,C
2147.0,Math,B
2147.0,Science,C
2147.0,History,D
2147.0,English,C
2147.0,Physical Education,A
2148.0,Math,C
2148.0,Science,C
2148.0,History,A
2148.0,English,F
2148.0,Physical Education,D
2149.0,Math,C
2149.0,Science,C
2149.0,History,C
2149.0,English,F
2149.0,Physical Education,C
2150.0,Math,B
2150.0,Science,D
2150.0,History,B
2150.0,English,D
2150.0,Physical Education,D
2151.0,Math,A
2151.0,Science,A
2151.0,History,C
2151.0,English,B
2151.0,Physical Education,B
2152.0,Math,F
2152.0,Science,C
2152.0,History,B
2152.0,English,D
2152.0,Physical Education,D
2153.0,Math,A
2153.0,Science,F
2153.0,History,B
2153.0,English,A
2153.0,Physical Education,C
2154.0,Math,D
2154.0,Science,A
2154.0,History,C
2154.0,English,C
2154.0,Physical Education,B
2155.0,Math,A
2155.0,Science,F
2155.0,History,F
2155.0,English,A
2155.0,Physical Education,C
2156.0,Math,B
2156.0,Science,F
2156.0,History,B
2156.0,English,B
2156.0,Physical Education,D
2157.0,Math,A
2157.0,Science,A
2157.0,History,D
2157.0,English,A
2157.0,Physical Education,F
2158.0,Math,D
2158.0,Science,A
2158.0,History,B
2158.0,English,F
2158.0,Physical Education,B
2159.0,Math,C
2159.0,Science,B
2159.0,History,D
2159.0,English,F
2159.0,Physical Education,A
2160.0,Math,A
2160.0,Science,F
2160.0,History,A
2160.0,English,D
2160.0,Physical Education,A
2161.0,Math,D
2161.0,Science,D
2161.0,History,A
2161.0,English,F
2161.0,Physical Education,F
2162.0,Math,A
2162.0,Science,C
2162.0,History,A
2162.0,English,A
2162.0,Physical Education,C
2163.0,Math,C
2163.0,Science,D
2163.0,History,F
2163.0,English,F
2163.0,Physical Education,D
2164.0,Math,F
2164.0,Science,C
2164.0,History,A
2164.0,English,A
2164.0,Physical Education,A
2165.0,Math,D
2165.0,Science,A
2165.0,History,C
2165.0,English,C
2165.0,Physical Education,D
2166.0,Math,A
2166.0,Science,A
2166.0,History,A
2166.0,English,F
2166.0,Physical Education,D
2167.0,Math,A
2167.0,Science,B
2167.0,History,F
2167.0,English,A
2167.0,Physical Education,A
2168.0,Math,C
2168.0,Science,F
2168.0,History,C
2168.0,English,B
2168.0,Physical Education,C
2169.0,Math,B
2169.0,Science,A
2169.0,History,B
2169.0,English,B
2169.0,Physical Education,F
2170.0,Math,C
2170.0,Science,F
2170.0,History,C
2170.0,English,D
2170.0,Physical Education,F
2171.0,Math,D
2171.0,Science,C
2171.0,History,D
2171.0,English,F
2171.0,Physical Education,F
2172.0,Math,D
2172.0,Science,B
2172.0,History,C
2172.0,English,A
2172.0,Physical Education,C
2173.0,Math,A
2173.0,Science,F
2173.0,History,C
2173.0,English,F
2173.0,Physical Education,C
2174.0,Math,F
2174.0,Science,B
2174.0,History,D
2174.0,English,C
2174.0,Physical Education,D
2175.0,Math,B
2175.0,Science,D
2175.0,History,A
2175.0,English,D
2175.0,Physical Education,A
2176.0,Math,D
2176.0,Science,A
2176.0,History,F
2176.0,English,A
2176.0,Physical Education,C
2177.0,Math,D
2177.0,Science,D
2177.0,History,A
2177.0,English,A
2177.0,Physical Education,A
2178.0,Math,A
2178.0,Science,F
2178.0,History,A
2178.0,English,F
2178.0,Physical Education,C
2179.0,Math,D
2179.0,Science,B
2179.0,History,A
2179.0,English,D
2179.0,Physical Education,A
2180.0,Math,D
2180.0,Science,C
2180.0,History,A
2180.0,English,A
2180.0,Physical Education,A
2181.0,Math,F
2181.0,Science,F
2181.0,History,D
2181.0,English,A
2181.0,Physical Education,D
2182.0,Math,A
2182.0,Science,D
2182.0,History,A
2182.0,English,F
2182.0,Physical Education,F
2183.0,Math,B
2183.0,Science,B
2183.0,History,F
2183.0,English,B
2183.0,Physical Education,C
2184.0,Math,D
2184.0,Science,C
2184.0,History,A
2184.0,English,B
2184.0,Physical Education,A
2185.0,Math,D
2185.0,Science,F
2185.0,History,A
2185.0,English,A
2185.0,Physical Education,D
2186.0,Math,C
2186.0,Science,F
2186.0,History,D
2186.0,English,F
2186.0,Physical Education,C
2187.0,Math,A
2187.0,Science,C
2187.0,History,C
2187.0,English,D
2187.0,Physical Education,D
2188.0,Math,D
2188.0,Science,A
2188.0,History,A
2188.0,English,F
2188.0,Physical Education,A
2189.0,Math,C
2189.0,Science,D
2189.0,History,B
2189.0,English,A
2189.0,Physical Education,C
2190.0,Math,F
2190.0,Science,D
2190.0,History,D
2190.0,English,A
2190.0,Physical Education,F
2191.0,Math,A
2191.0,Science,C
2191.0,History,D
2191.0,English,F
2191.0,Physical Education,A
2192.0,Math,B
2192.0,Science,B
2192.0,History,D
2192.0,English,C
2192.0,Physical Education,F
2193.0,Math,A
2193.0,Science,A
2193.0,History,D
2193.0,English,B
2193.0,Physical Education,C
2194.0,Math,B
2194.0,Science,A
2194.0,History,F
2194.0,English,B
2194.0,Physical Education,A
2195.0,Math,A
2195.0,Science,F
2195.0,History,F
2195.0,English,D
2195.0,Physical Education,A
2196.0,Math,A
2196.0,Science,F
2196.0,History,B
2196.0,English,B
2196.0,Physical Education,D
2197.0,Math,D
2197.0,Science,A
2197.0,History,D
2197.0,English,A
2197.0,Physical Education,B
2198.0,Math,A
2198.0,Science,F
2198.0,History,C
2198.0,English,A
2198.0,Physical Education,D
2199.0,Math,F
2199.0,Science,B
2199.0,History,A
2199.0,English,C
2199.0,Physical Education,C
2200.0,Math,B
2200.0,Science,D
2200.0,History,D
2200.0,English,A
2200.0,Physical Education,A
2201.0,Math,D
2201.0,Science,B
2201.0,History,C
2201.0,English,D
2201.0,Physical Education,F
2202.0,Math,C
2202.0,Science,F
2202.0,History,C
2202.0,English,B
2202.0,Physical Education,A
2203.0,Math,B
2203.0,Science,A
2203.0,History,B
2203.0,English,C
2203.0,Physical Education,B
2204.0,Math,B
2204.0,Science,D
2204.0,History,A
2204.0,English,F
2204.0,Physical Education,D
2205.0,Math,C
2205.0,Science,D
2205.0,History,C
2205.0,English,C
2205.0,Physical Education,C
2206.0,Math,F
2206.0,Science,A
2206.0,History,A
2206.0,English,D
2206.0,Physical Education,F
2207.0,Math,F
2207.0,Science,B
2207.0,History,A
2207.0,English,F
2207.0,Physical Education,B
2208.0,Math,D
2208.0,Science,B
2208.0,History,B
2208.0,English,B
2208.0,Physical Education,B
2209.0,Math,A
2209.0,Science,A
2209.0,History,D
2209.0,English,B
2209.0,Physical Education,F
2210.0,Math,B
2210.0,Science,C
2210.0,History,F
2210.0,English,F
2210.0,Physical Education,A
2211.0,Math,A
2211.0,Science,A
2211.0,History,A
2211.0,English,B
2211.0,Physical Education,C
2212.0,Math,D
2212.0,Science,F
2212.0,History,A
2212.0,English,F
2212.0,Physical Education,F
2213.0,Math,F
2213.0,Science,F
2213.0,History,A
2213.0,English,D
2213.0,Physical Education,C
2214.0,Math,A
2214.0,Science,B
2214.0,History,C
2214.0,English,F
2214.0,Physical Education,C
2215.0,Math,F
2215.0,Science,C
2215.0,History,F
2215.0,English,A
2215.0,Physical Education,B
2216.0,Math,B
2216.0,Science,B
2216.0,History,F
2216.0,English,F
2216.0,Physical Education,F
2217.0,Math,D
2217.0,Science,B
2217.0,History,B
2217.0,English,F
2217.0,Physical Education,B
2218.0,Math,A
2218.0,Science,A
2218.0,History,F
2218.0,English,D
2218.0,Physical Education,D
2219.0,Math,B
2219.0,Science,A
2219.0,History,B
2219.0,English,D
2219.0,Physical Education,C
2220.0,Math,D
2220.0,Science,A
2220.0,History,F
2220.0,English,D
2220.0,Physical Education,A
2221.0,Math,B
2221.0,Science,F
2221.0,History,F
2221.0,English,C
2221.0,Physical Education,D
2222.0,Math,F
2222.0,Science,B
2222.0,History,C
2222.0,English,A
2222.0,Physical Education,A
2223.0,Math,B
2223.0,Science,A
2223.0,History,D
2223.0,English,F
2223.0,Physical Education,D
2224.0,Math,C
2224.0,Science,B
2224.0,History,D
2224.0,English,C
2224.0,Physical Education,D
2225.0,Math,A
2225.0,Science,F
2225.0,History,A
2225.0,English,B
2225.0,Physical Education,D
2226.0,Math,F
2226.0,Science,D
2226.0,History,A
2226.0,English,F
2226.0,Physical Education,F
2227.0,Math,F
2227.0,Science,B
2227.0,History,F
2227.0,English,D
2227.0,Physical Education,C
2228.0,Math,F
2228.0,Science,A
2228.0,History,D
2228.0,English,F
2228.0,Physical Education,F
2229.0,Math,A
2229.0,Science,F
2229.0,History,B
2229.0,English,D
2229.0,Physical Education,D
2230.0,Math,B
2230.0,Science,A
2230.0,History,A
2230.0,English,D
2230.0,Physical Education,C
2231.0,Math,B
2231.0,Science,B
2231.0,History,F
2231.0,English,A
2231.0,Physical Education,A
2232.0,Math,A
2232.0,Science,F
2232.0,History,A
2232.0,English,D
2232.0,Physical Education,B
2233.0,Math,D
2233.0,Science,B
2233.0,History,D
2233.0,English,A
2233.0,Physical Education,D
2234.0,Math,A
2234.0,Science,C
2234.0,History,C
2234.0,English,D
2234.0,Physical Education,C
2235.0,Math,F
2235.0,Science,A
2235.0,History,B
2235.0,English,C
2235.0,Physical Education,F
2236.0,Math,C
2236.0,Science,F
2236.0,History,D
2236.0,English,B
2236.0,Physical Education,C
2237.0,Math,B
2237.0,Science,C
2237.0,History,B
2237.0,English,C
2237.0,Physical Education,F
2238.0,Math,B
2238.0,Science,A
2238.0,History,B
2238.0,English,A
2238.0,Physical Education,B
2239.0,Math,C
2239.0,Science,B
2239.0,History,F
2239.0,English,B
2239.0,Physical Education,C
2240.0,Math,C
2240.0,Science,C
2240.0,History,F
2240.0,English,F
2240.0,Physical Education,B
2241.0,Math,D
2241.0,Science,C
2241.0,History,A
2241.0,English,B
2241.0,Physical Education,B
2242.0,Math,F
2242.0,Science,D
2242.0,History,A
2242.0,English,C
2242.0,Physical Education,D
2243.0,Math,B
2243.0,Science,A
2243.0,History,F
2243.0,English,C
2243.0,Physical Education,C
2244.0,Math,D
2244.0,Science,A
2244.0,History,F
2244.0,English,B
2244.0,Physical Education,F
2245.0,Math,D
2245.0,Science,C
2245.0,History,A
2245.0,English,A
2245.0,Physical Education,A
2246.0,Math,D
2246.0,Science,B
2246.0,History,D
2246.0,English,B
2246.0,Physical Education,D
2247.0,Math,C
2247.0,Science,C
2247.0,History,D
2247.0,English,D
2247.0,Physical Education,D
2248.0,Math,D
2248.0,Science,C
2248.0,History,F
2248.0,English,F
2248.0,Physical Education,A
2249.0,Math,D
2249.0,Science,F
2249.0,History,C
2249.0,English,F
2249.0,Physical Education,A
2250.0,Math,B
2250.0,Science,D
2250.0,History,B
2250.0,English,B
2250.0,Physical Education,C
2251.0,Math,A
2251.0,Science,B
2251.0,History,F
2251.0,English,D
2251.0,Physical Education,F
2252.0,Math,A
2252.0,Science,B
2252.0,History,A
2252.0,English,D
2252.0,Physical Education,A
2253.0,Math,F
2253.0,Science,F
2253.0,History,C
2253.0,English,C
2253.0,Physical Education,C
2254.0,Math,D
2254.0,Science,F
2254.0,History,F
2254.0,English,C
2254.0,Physical Education,A
2255.0,Math,A
2255.0,Science,C
2255.0,History,D
2255.0,English,D
2255.0,Physical Education,F
2256.0,Math,F
2256.0,Science,C
2256.0,History,D
2256.0,English,C
2256.0,Physical Education,D
2257.0,Math,F
2257.0,Science,B
2257.0,History,A
2257.0,English,D
2257.0,Physical Education,A
2258.0,Math,A
2258.0,Science,C
2258.0,History,F
2258.0,English,F
2258.0,Physical Education,A
2259.0,Math,B
2259.0,Science,C
2259.0,History,B
2259.0,English,B
2259.0,Physical Education,D
2260.0,Math,D
2260.0,Science,F
2260.0,History,D
2260.0,English,B
2260.0,Physical Education,D
2261.0,Math,B
2261.0,Science,B
2261.0,History,C
2261.0,English,C
2261.0,Physical Education,D
2262.0,Math,D
2262.0,Science,F
2262.0,History,A
2262.0,English,B
2262.0,Physical Education,A
2263.0,Math,B
2263.0,Science,A
2263.0,History,D
2263.0,English,B
2263.0,Physical Education,F
2264.0,Math,C
2264.0,Science,B
2264.0,History,F
2264.0,English,F
2264.0,Physical Education,A
2265.0,Math,A
2265.0,Science,F
2265.0,History,D
2265.0,English,B
2265.0,Physical Education,C
2266.0,Math,D
2266.0,Science,D
2266.0,History,F
2266.0,English,F
2266.0,Physical Education,B
2267.0,Math,A
2267.0,Science,A
2267.0,History,C
2267.0,English,A
2267.0,Physical Education,B
2268.0,Math,B
2268.0,Science,D
2268.0,History,D
2268.0,English,B
2268.0,Physical Education,C
2269.0,Math,C
2269.0,Science,F
2269.0,History,C
2269.0,English,D
2269.0,Physical Education,C
2270.0,Math,C
2270.0,Science,F
2270.0,History,A
2270.0,English,B
2270.0,Physical Education,C
2271.0,Math,D
2271.0,Science,F
2271.0,History,C
2271.0,English,F
2271.0,Physical Education,A
2272.0,Math,A
2272.0,Science,F
2272.0,History,D
2272.0,English,F
2272.0,Physical Education,A
2273.0,Math,B
2273.0,Science,C
2273.0,History,F
2273.0,English,C
2273.0,Physical Education,F
2274.0,Math,C
2274.0,Science,D
2274.0,History,A
2274.0,English,D
2274.0,Physical Education,C
2275.0,Math,C
2275.0,Science,F
2275.0,History,B
2275.0,English,B
2275.0,Physical Education,F
2276.0,Math,B
2276.0,Science,C
2276.0,History,D
2276.0,English,C
2276.0,Physical Education,B
2277.0,Math,F
2277.0,Science,A
2277.0,History,F
2277.0,English,B
2277.0,Physical Education,C
2278.0,Math,B
2278.0,Science,F
2278.0,History,D
2278.0,English,B
2278.0,Physical Education,A
2279.0,Math,D
2279.0,Science,C
2279.0,History,C
2279.0,English,C
2279.0,Physical Education,B
2280.0,Math,D
2280.0,Science,B
2280.0,History,A
2280.0,English,F
2280.0,Physical Education,F
2281.0,Math,C
2281.0,Science,D
2281.0,History,D
2281.0,English,F
2281.0,Physical Education,A
2282.0,Math,B
2282.0,Science,A
2282.0,History,D
2282.0,English,F
2282.0,Physical Education,B
2283.0,Math,D
2283.0,Science,C
2283.0,History,F
2283.0,English,D
2283.0,Physical Education,D
2284.0,Math,D
2284.0,Science,C
2284.0,History,F
2284.0,English,A
2284.0,Physical Education,D
2285.0,Math,C
2285.0,Science,F
2285.0,History,B
2285.0,English,D
2285.0,Physical Education,B
2286.0,Math,D
2286.0,Science,F
2286.0,History,C
2286.0,English,C
2286.0,Physical Education,C
2287.0,Math,F
2287.0,Science,D
2287.0,History,C
2287.0,English,B
2287.0,Physical Education,F
2288.0,Math,C
2288.0,Science,C
2288.0,History,D
2288.0,English,A
2288.0,Physical Education,A
2289.0,Math,F
2289.0,Science,C
2289.0,History,B
2289.0,English,B
2289.0,Physical Education,F
2290.0,Math,A
2290.0,Science,F
2290.0,History,B
2290.0,English,A
2290.0,Physical Education,B
2291.0,Math,F
2291.0,Science,C
2291.0,History,C
2291.0,English,A
2291.0,Physical Education,B
2292.0,Math,B
2292.0,Science,A
2292.0,History,A
2292.0,English,A
2292.0,Physical Education,B
2293.0,Math,B
2293.0,Science,C
2293.0,History,A
2293.0,English,D
2293.0,Physical Education,B
2294.0,Math,C
2294.0,Science,C
2294.0,History,C
2294.0,English,D
2294.0,Physical Education,D
2295.0,Math,C
2295.0,Science,F
2295.0,History,B
2295.0,English,F
2295.0,Physical Education,D
2296.0,Math,A
2296.0,Science,B
2296.0,History,F
2296.0,English,A
2296.0,Physical Education,C
2297.0,Math,A
2297.0,Science,B
2297.0,History,B
2297.0,English,A
2297.0,Physical Education,B
2298.0,Math,B
2298.0,Science,F
2298.0,History,A
2298.0,English,C
2298.0,Physical Education,F
2299.0,Math,A
2299.0,Science,A
2299.0,History,C
2299.0,English,A
2299.0,Physical Education,B
2300.0,Math,F
2300.0,Science,C
2300.0,History,A
2300.0,English,B
2300.0,Physical Education,B
2301.0,Math,C
2301.0,Science,B
2301.0,History,A
2301.0,English,F
2301.0,Physical Education,C
2302.0,Math,F
2302.0,Science,A
2302.0,History,A
2302.0,English,F
2302.0,Physical Education,F
2303.0,Math,F
2303.0,Science,B
2303.0,History,F
2303.0,English,D
